"","TRANS DATE","BILLING GROSS AMT","MERCHANT NAME","CARD NUMBER","TRANS CAC CODE 1","TRANS CAC DESC 1","TRANS CAC CODE 2","TRANS CAC DESC 2","Directorate","month"
"4464",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4465",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4466",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4467",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4468",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4469",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4470",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4471",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4472",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4473",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4474",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4475",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4476",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4477",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4478",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4479",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4480",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4481",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4482",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4483",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4484",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4485",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4486",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4487",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4488",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4489",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4490",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4491",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4492",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4493",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4494",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4495",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4496",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4497",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4498",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4499",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4500",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4501",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4502",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4503",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4504",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4505",2020-01-06,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4506",2020-01-06,-1154.97,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4507",2020-01-06,-1249.47,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4508",2020-01-06,-2884.83,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4509",2020-01-06,694.23,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4510",2020-01-06,3268.56,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4511",2020-01-06,3673.74,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4512",2020-01-06,4851.3,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4513",2020-01-06,1979.42,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4514",2020-01-07,2053.52,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4515",2020-01-07,2298.52,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4516",2020-01-07,-1036.3,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4517",2020-01-07,-1036.3,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4518",2020-01-07,-208.6,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4519",2020-01-08,3905.12,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4520",2020-01-08,-2917.89,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4521",2020-01-08,-578.43,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4522",2020-01-08,-2071.62,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4523",2020-01-09,150,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4524",2020-01-10,575.58,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4525",2020-01-10,-1889.93,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4526",2020-01-13,4044.34,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4527",2020-01-13,-1419.67,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4528",2020-01-13,-966.01,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4529",2020-01-13,-230.17,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4530",2020-01-13,-454,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4531",2020-01-14,6809.44,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4532",2020-01-15,4883.51,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4533",2020-01-15,2653.76,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4534",2020-01-15,2030.07,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4535",2020-01-15,1814.12,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4536",2020-01-15,-1333.27,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4537",2020-01-15,-1848.62,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4538",2020-01-15,-1701.62,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4539",2020-01-16,2256.82,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4540",2020-01-16,3944.24,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4541",2020-01-16,1972.12,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4542",2020-01-16,3991.04,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4543",2020-01-16,3413.27,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4544",2020-01-16,-1491.35,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4545",2020-01-16,-1186.4,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4546",2020-01-16,-769.69,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4547",2020-01-16,-426.14,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4548",2020-01-16,-394.64,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4549",2020-01-16,2235.97,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4550",2020-01-17,470.63,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4551",2020-01-17,604.08,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4552",2020-01-17,300.46,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4553",2020-01-17,3313.52,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4554",2020-01-17,1013.26,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4555",2020-01-17,-470.63,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4556",2020-01-17,-1972.12,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4557",2020-01-17,-1972.12,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4558",2020-01-17,2437.37,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4559",2020-01-20,2276.67,NA,"************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4560",2020-01-20,4110.24,NA,"************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4561",2020-01-20,2094.67,NA,"************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4562",2020-01-20,3434.87,NA,"************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4563",2020-01-21,-508.13,NA,"************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4564",2020-01-21,-485.33,NA,"************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4565",2020-01-22,2800,NA,"************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4566",2020-01-23,7000,NA,"************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4567",2020-01-23,303.41,NA,"************3766","J0D0","HR&M NRC Contingency","RHEN1","Ladywood Cont/HLB","NEIGHBOURHOODS","2020-01"
"4568",2020-01-24,1324.06,NA,"************3766","J0D0","HR&M NRC Contingency","RHDN1","Hodge Hill Cont/HLB","NEIGHBOURHOODS","2020-01"
"4569",2020-01-24,944.21,NA,"************3766","J0D0","HR&M NRC Contingency","RHEN1","Ladywood Cont/HLB","NEIGHBOURHOODS","2020-01"
"4570",2020-01-27,2139.02,NA,"************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4571",2020-01-28,-452.56,NA,"************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4572",2020-01-29,1370.32,NA,"************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4573",2020-01-29,4551.44,NA,"************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4574",2020-01-29,161.68,NA,"************3766","J0D0","HR&M NRC Contingency","RHEN1","Ladywood Cont/HLB","NEIGHBOURHOODS","2020-01"
"4575",2020-01-29,3014.97,NA,"************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4576",2020-01-29,3696.54,NA,"************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4577",2020-01-29,-408.09,NA,"************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4578",2020-01-29,-285.24,NA,"************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4579",2020-01-30,239.46,NA,"************3766","J0D0","HR&M NRC Contingency","RHEN1","Ladywood Cont/HLB","NEIGHBOURHOODS","2020-01"
"4580",2020-01-31,106.49,NA,"************3766","J0D0","HR&M NRC Contingency","RHEN1","Ladywood Cont/HLB","NEIGHBOURHOODS","2020-01"
"4581",2020-01-31,6445.34,NA,"************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4582",2020-01-31,4621.34,NA,"************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4583",2020-01-31,1620.24,NA,"************3766","J0D0","HR&M NRC Contingency","RHEN1","Ladywood Cont/HLB","NEIGHBOURHOODS","2020-01"
"4584",2020-01-31,3778.24,NA,"************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4585",2020-01-31,3296.17,NA,"************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4586",2020-01-31,3342.02,NA,"************3766","J0D0","HR&M NRC Contingency","RHEN1","Ladywood Cont/HLB","NEIGHBOURHOODS","2020-01"
"4587",2020-01-31,1704,NA,"************3766","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4588",2020-01-20,1946.72,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4589",2020-01-21,4733.44,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4590",2020-01-21,5332.19,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4591",2020-01-21,6741.74,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4592",2020-01-21,3444.37,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4593",2020-01-21,2110.52,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4594",2020-01-20,-1915,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4595",2020-01-21,-572.62,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4596",2020-01-21,-393.88,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4597",2020-01-21,-504.13,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4598",2020-01-23,300.2,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4599",2020-01-23,-668.98,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4600",2020-01-23,-856.98,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4601",2020-01-23,-856,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4602",2020-01-24,2042.85,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4603",2020-01-27,280,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4604",2020-01-27,6417.34,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4605",2020-01-27,188.28,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4606",2020-01-27,2774.87,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4607",2020-01-27,2353.62,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4608",2020-01-27,2320.77,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4609",2020-01-27,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4610",2020-01-27,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4611",2020-01-27,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4612",2020-01-27,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4613",2020-01-27,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4614",2020-01-27,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4615",2020-01-27,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4616",2020-01-27,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4617",2020-01-27,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4618",2020-01-27,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4619",2020-01-27,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4620",2020-01-27,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4621",2020-01-27,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4622",2020-01-27,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4623",2020-01-27,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4624",2020-01-27,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4625",2020-01-27,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4626",2020-01-27,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4627",2020-01-27,3000,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4628",2020-01-27,-1452,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4629",2020-01-27,-1045.9,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4630",2020-01-28,4646.04,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4631",2020-01-28,4451.54,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4632",2020-01-28,4876.69,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4633",2020-01-28,2440.22,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4634",2020-01-28,4619.84,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4635",2020-01-28,3044.42,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4636",2020-01-28,-1277.29,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4637",2020-01-28,-1193.29,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4638",2020-01-28,-722.24,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4639",2020-01-28,-722.24,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4640",2020-01-28,-757,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4641",2020-01-28,-757,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4642",2020-01-28,-303,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4643",2020-01-28,-303,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4644",2020-01-30,-327,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4645",2020-01-30,-1205,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4646",2020-01-30,272.92,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4647",2020-01-30,569,NA,"************4163","N060","Other Third Parties","RJADC","Homeless Private Sector Accom","NEIGHBOURHOODS","2020-01"
"4648",2020-01-17,94.17,NA,"************5442","K020","Vehicle Fuel","RHW09","Hsg Mgt - West Quadrant","NEIGHBOURHOODS","2020-01"
"4649",2020-01-21,3.61,NA,"************7065","K080","Vehicle OthrunCosts","RHNCA","Careline","NEIGHBOURHOODS","2020-01"
"4650",2020-01-21,3.61,NA,"************7065","K080","Vehicle OthrunCosts","RHNCA","Careline","NEIGHBOURHOODS","2020-01"
"4651",2020-01-13,194.8,NA,"************6990","M900","Hospitality","RUF0F","Illegal Money Lending T Stds Comm Inv.","NEIGHBOURHOODS","2020-01"
"4652",2020-01-16,7.78,NA,"************6990","M900","Hospitality","RUF0F","Illegal Money Lending T Stds Comm Inv.","NEIGHBOURHOODS","2020-01"
"4653",2020-01-17,5.49,NA,"************6990","L220","Purchases Food","RUF0F","Illegal Money Lending T Stds Comm Inv.","NEIGHBOURHOODS","2020-01"
"4654",2020-01-17,6.7,NA,"************6990","K240","Ttavel Other (UK)","RUF0F","Illegal Money Lending T Stds Comm Inv.","NEIGHBOURHOODS","2020-01"
"4655",2020-01-17,6.7,NA,"************6990","K240","Ttavel Other (UK)","RUF0F","Illegal Money Lending T Stds Comm Inv.","NEIGHBOURHOODS","2020-01"
"4656",2020-01-20,4.15,NA,"************6990","L220","Purchases Food","RUF0F","Illegal Money Lending T Stds Comm Inv.","NEIGHBOURHOODS","2020-01"
